Place ID,displayName,formattedAddress,rating,priceLevel,reservable,outdoorSeating,servesDessert,goodForChildren
ChIJA_fTfdMxMTAR4kXo1oSPlhM,Alliance fran├â┬ºaise Medan,"Jl. Hasanuddin No.5B, Petisah Hulu, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153, Indonesia",4.9,unknown,unknown,unknown,unknown,unknown
ChIJzUC7k8YvMTAReKWjVCFz7C4,Cuexx Burger Medan Simpang Dr. Mansyur,"sederetan Raz Hotel sebelah Miesop Kampung Djoyo, Jl. Dr. Mansyur No.166, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20154, Indonesia",4.6,unknown,unknown,unknown,unknown,True
ChIJQxyn2dUvMTARdxYCN_8-0nE,Burger Sei Putih,"Jl. Sei Putih No.11a, Merdeka, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153, Indonesia",4.5,PRICE_LEVEL_INEXPENSIVE,False,True,False,unknown
ChIJncHBBstIAYcRCJQKkbwpb0A,Coyote Burger,"Jl. STM No.1, Sitirejo II, Kec. Medan Amplas, Kota Medan, Sumatera Utara 20219, Indonesia",4.4,PRICE_LEVEL_INEXPENSIVE,True,unknown,False,True
ChIJOVVnNuwxMTARPbqqc35Jy8Y,Burger Medan|Burger FM,"Jl. Tuasan No.96, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan, Sumatera Utara 20222, Indonesia",4.8,unknown,unknown,unknown,unknown,True
ChIJu05FJK0vMTAR1SrL7uxRAvA,Muda Burgerbar Medan,"Jl. Setia Budi, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara, Indonesia",4.9,unknown,unknown,unknown,unknown,True
ChIJb7r3rV-eToYRAMLuk86BHrI,Burger Lover's,"Jl. Kapten Muslim No.115 C, Dwi Kora, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20122, Indonesia",5,unknown,unknown,unknown,unknown,True
ChIJY_NFpGkxMTARLuAnndeHg20,Burger Bangor Iskandar Muda,"Jl. Iskandar Muda, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara, Indonesia",4.4,PRICE_LEVEL_MODERATE,unknown,True,unknown,True
ChIJIX_lnDo7TIYRZ6cFUN7AmTI,Cella Burger,"HMQQ+MM9, Jl. Talaud, Pusat Ps., Kec. Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia",4.5,unknown,unknown,unknown,unknown,True
ChIJdzhXcvgqXogRLG1wZhZt7ro,Wkwk Burger,"Jl. Utama No.216, Kota Matsum II, Kec. Medan Area, Kota Medan, Sumatera Utara 20216, Indonesia",4.3,unknown,unknown,unknown,unknown,True
ChIJ9XhbZEkSt4cRrt1_UY3R0Ns,Burger King,"HMM8+Q5W, Jl. Gajah Mada, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20152, Indonesia",4.6,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJHVigzZuStocRHhH-SSDDNVE,Street burger,"Jl. Turi II No.7, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia",4.7,unknown,unknown,unknown,unknown,True
ChIJ22VAfmgxMTARMtKMyjSO-3U,burger & ayam penyet arasya,"Jl. Medan Area Selatan No.128, Sukaramai I, Kec. Medan Area, Kota Medan, Sumatera Utara 20216, Indonesia",unknown,unknown,unknown,unknown,unknown,True
ChIJ2Qd1KdcxMTART7SxaBtf0Bs,M-Burger Kalingga,"Jl. Kalingga No.14, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia",4.8,unknown,unknown,True,True,True
ChIJS1m-AVUwMTARfnvQ15LtTJg,Rumah Blepots,"Jl. Medan Area Selatan No.66, Sukaramai I, Kec. Medan Area, Kota Medan, Sumatera Utara 20227, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJ9XhbZEkSt4cRrt1_UY3R0Ns,Burger King,"Jl. Gatot Subroto No.30, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113, Indonesia",4.7,PRICE_LEVEL_MODERATE,unknown,False,True,True
ChIJJ_wJ6Ja-XIgRntoajQb5LYs,Hutabarat Burger,"JM4M+24P, Sidorame Barat I, Medan Perjuangan, Medan City, North Sumatra 20233, Indonesia",4.3,unknown,unknown,unknown,unknown,True
ChIJ72xYS9qsQIYR1Ydlke7yXwM,Raffa Burger,"mesjid Al ishlah, Jl. Kapten Muslim seberang, Sei Sikambing B, Kec. Medan Helvetia, Kota Medan, Sumatera Utara, Indonesia",3.9,unknown,unknown,unknown,unknown,True
ChIJU6UxHEERBYgRg1c-t-QA3Hc,Burger Taqwa,"Gg. Taqwa No.23c, Sei Sikambing B, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20118, Indonesia",4,unknown,unknown,True,unknown,True
ChIJH0OYKaUxMTAR9JtlJmXtAd4,Burger King Deli park,"Jl. Putri Hijau Jl. Guru Patimpus No.1, Kesawan, OPQ, Kota Medan, Sumatera Utara 20111, Indonesia",4.8,PRICE_LEVEL_MODERATE,unknown,unknown,True,True
ChIJ-Xl1FA8qE4cRPMHeQ2e6zuo,BALSKE BURGER,"Jl. Sei Belutu No.74, Padang Bulan Selayang I, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20154, Indonesia",4.6,unknown,unknown,unknown,unknown,True
ChIJmUCUdckxMTARGG7lJ_CeXBE,ICE CREAM APO,"HMPH+HQ6, Kesawan, Medan Barat, Medan City, North Sumatra 20212, Indonesia",4.5,unknown,unknown,unknown,unknown,unknown
ChIJtyiYyrMoeIgRVZgHuzmTRI4,Ice Cream Corner,"Watsons, Jl. Gatot Subroto No.30, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111, Indonesia",5,unknown,unknown,unknown,unknown,unknown
ChIJRfnFIT4vMTARirdPrNTeW5s,Paletas Wey Medan,"Jl. Waringin Komplek Waringin Residence No.38 LL, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia",5,unknown,unknown,unknown,unknown,unknown
ChIJOXmSWvEQyYcR-0AOajDtorM,Ice Cream,"02, Jl. Arief Rahman Hakim No.341, Ps. Merah Tim., Kec. Medan Area, Kota Medan, Sumatera Utara 20216, Indonesia",4.1,unknown,unknown,unknown,unknown,unknown
ChIJ0YujJqUzMTARvFiXl4AbMqQ,My Ice Cream Medan,"Titi Papan, Medan Deli, Medan City, North Sumatra 20244, Indonesia",unknown,unknown,unknown,unknown,unknown,unknown
ChIJzYenT8wxMTAR8G7pwqHeiI0,Letsgo Gelato Sun Plaza Medan,"Jalan KH. Zainul Arifin No.7 Sun Plaza Mall, lantai LG, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20152, Indonesia",4.6,PRICE_LEVEL_MODERATE,unknown,unknown,unknown,unknown
ChIJizWdkM0xMTARNMhEI5h-3S8,Fountain Ice Cream Cafe,"Jl. KH. Zainul Arifin No.3, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20151, Indonesia",3.7,unknown,unknown,unknown,unknown,unknown
ChIJ96D-6YAvMTARexoaBVQEy_U,Es Coklat Bahagia Medan,"Jl. Mayjen D.I Panjaitan No.15, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20222, Indonesia",5,unknown,unknown,unknown,unknown,unknown
ChIJ4RLEkhAiZ4gRJBcamCDnfM0,City Ice Cream,"Jl. Gatot Subroto No.30 #L1 - 30,31, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113, Indonesia",4.2,PRICE_LEVEL_MODERATE,unknown,False,True,True
ChIJFQxNe6w6MTAR_VbR494WS_o,Rumah Ice Cream Exlusive,"Jl. Karya Wisata No.55 B, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumatera Utara 20143, Indonesia",4.1,unknown,unknown,unknown,unknown,unknown
ChIJG20ZH7zwtocRtpfdbnPzAIw,Baskin Robbins,"HMWG+RRF, Kesawan, Medan Barat, Medan City, North Sumatra, Indonesia",4.5,PRICE_LEVEL_MODERATE,unknown,unknown,unknown,unknown
ChIJp985HvMxMTARVo9enyZ07fo,Hok Lai Ice Cream,"Jl. Gunung Krakatau No.61, Glugur Darat II, Kec. Medan Tim., Kota Medan, Sumatera Utara 20239, Indonesia",5,unknown,unknown,unknown,unknown,unknown
ChIJPTVtpUwxMTARxlZwuWAFfEs,Mixue Plaza Medan Fair,"Jl. Gatot Subroto No.30 Lantai 1, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara, Indonesia",4.9,unknown,unknown,unknown,unknown,unknown
ChIJp1tM5oLZ-4YRt6gGexCgISg,Fountain Ice Cream,"Jl. Karya No.117, Sei Agul, Kec. Medan Bar., Kota Medan, Sumatera Utara 20117, Indonesia",4.5,unknown,unknown,unknown,unknown,unknown
ChIJYcqJ6RX0aS4R8B7L9zoEkvw,Gelato Secret,"Jl. Kereta Api No.14, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20212, Indonesia",4.8,unknown,unknown,unknown,unknown,unknown
ChIJNUqupz2OaYgRwMHdVIUX70c,Ice Cream Ria,"Jl. Surabaya No.22C/28, Ps. Baru, Kec. Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia",4.4,PRICE_LEVEL_MODERATE,unknown,unknown,unknown,unknown
ChIJF9NugVoxMTARLL3oNrxvclg,Nu Time Medan,"Jl. Bukit Barisan I No.1, Glugur Darat II, Kec. Medan Tim., Kota Medan, Sumatera Utara 20238, Indonesia",5,unknown,unknown,unknown,unknown,unknown
ChIJ_4PWdsgvMTAR-1uUXMi-Fk4,Ice cream terrain mommynad's,"Jalan setiabudi, Komplek taman setiabudi indah Blok A /49 B/C, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122, Indonesia",3.8,unknown,unknown,unknown,unknown,unknown
ChIJwVf33hDZEYgR2Sfe4CcNBeU,AULYA ICE CREAM,"no 94 b, Jl. Tuamang No.94, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan, Sumatera Utara 20222, Indonesia",unknown,unknown,unknown,unknown,unknown,unknown
ChIJTbaqnc0xMTAR3I3ZEMTZSIU,Gelare Ice Cream Caf├â┬® - Sun Plaza,"Sun Plaza, JL Zainal Arifin, No. 7, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia",5,unknown,unknown,unknown,unknown,unknown
ChIJzfGv-dIxMTARzH7QI2JDOWI,Sabass's INDIAN FOOD (MAKANAN INDIA Sabass/Ó«ÜÓ«¬Ó«¥Ó«©Ó«┐Ó«®Ó»ì Ó«çÓ«¿Ó»ìÓ«ñÓ«┐Ó«» Ó«ëÓ«úÓ«ÁÓ»ü),"Jl. Teuku Cik Ditiro No.42, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia",4.4,unknown,True,unknown,unknown,True
ChIJA6vCUNIxMTARjHYVYE0sbiA,Cahaya Baru Indianfood (Rumah Makan Cahaya Baru/Ó«ÜÓ«òÓ«»Ó«¥ Ó«¬Ó«¥Ó«░Ó»ü Ó«çÓ«¿Ó»ìÓ«ñÓ«┐Ó«» Ó«ëÓ«úÓ«ÁÓ»ü/Jabu Mangan Cahaya Baru),"Jl. Teuku Cik Ditiro No.12/16, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia",4.3,PRICE_LEVEL_MODERATE,True,False,True,True
ChIJ8QMHleIxMTARvgyXbwu9yxo,Rosan indian food,"Jl. Kol. Sugiono No.18-12, A U R, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20212, Indonesia",5,unknown,True,unknown,unknown,True
ChIJ-9E4AKUxMTARNUk-1Z1Eteg,RICH Indian Food,"19, Jl. Teuku Umar No.19, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20152, Indonesia",4.6,unknown,unknown,unknown,True,True
ChIJJRPmz3RZqDsR1ohNYKemD9M,Abina Biryani - (Ó«àÓ«¬Ó«┐Ó«®Ó«¥ Ó«¬Ó«┐Ó«░Ó«┐Ó«»Ó«¥Ó«úÓ«┐ - Ó«çÓ«¿Ó»ìÓ«ñÓ«┐Ó«» Ó««Ó»üÓ«©Ó»ìÓ«▓Ó«┐Ó««Ó»ì Ó«ëÓ«úÓ«ÁÓ«òÓ«òÓ»ì Ó«òÓ»üÓ«┤Ó»ü),"Sebelah TK Nur Aisyah, Jl. Karya Kasih No.81A, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumatera Utara 20143, Indonesia",4.4,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJCcIte3PqwIcRPF62QsUacpg,Indian restaurant,"Jl. KH. Zainul Arifin No.157/169, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20157, Indonesia",4.3,unknown,unknown,unknown,unknown,True
ChIJGxBc_UsvMTARweEx6c_kvGA,Hafiz Jees Pakistani Restaurant,"Jl. Gatot Subroto No.24A, Sei Sikambing C. II, CII, Kota Medan, Sumatera Utara 20123, Indonesia",4.5,unknown,True,True,True,True
ChIJx_I27u4vMTAR9rRvyLWrRwo,Warung Shima Chapati,"East Helvetia, Medan Helvetia, Medan City, North Sumatra, Indonesia",4.9,unknown,True,unknown,unknown,True
ChIJIX6jz1IvMTARc7IuA-w_Rtg,Martabak Sabass's Indian Food (Ó««Ó«¥Ó«░Ó»ìÓ«ñÓ«¬Ó«òÓ»ì Ó«ÜÓ«¬Ó«¥Ó«©Ó»ì Ó«çÓ«¿Ó»ìÓ«ñÓ«┐Ó«» Ó«ëÓ«úÓ«ÁÓ»ü),"Jl. Setia Budi No.58a, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20154, Indonesia",4.4,unknown,unknown,unknown,unknown,True
ChIJ44nlbNIxMTARbVH19RuXPdw,Sahara Indian Food (Rumah Makan Sahara/Ó«ÜÓ«╣Ó«¥Ó«░Ó«¥ Ó«çÓ«¿Ó»ìÓ«ñÓ«┐Ó«» Ó«ëÓ«úÓ«ÁÓ»ü),"Jl. Pagaruyung No.6, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20151, Indonesia",3.3,unknown,unknown,True,unknown,True
ChIJmVBSH86XwoARrw0xn0OW0ro,Bollywood (Ó«¬Ó«¥Ó«▓Ó«┐Ó«ÁÓ»üÓ«ƒÓ»ì,"Jl. Muara Takus No.7, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia",4.3,unknown,True,unknown,True,True
ChIJg8bk3VIxMTARP3K58HbVGNI,Dapur mimah indian food Ó««Ó»ÇÓ««Ó«¥ Ó«çÓ«¿Ó»ìÓ«ñÓ«┐Ó«» Ó«ëÓ«úÓ«ÁÓ»ü Ó«ÜÓ««Ó»êÓ«»Ó«▓Ó«▒Ó»ê,"Jl. Laksana No.35, Kota Matsum I, Kec. Medan Area, Kota Medan, Sumatera Utara 20211, Indonesia",unknown,unknown,unknown,unknown,unknown,True
ChIJLYLvQPndcC4Rggs5StHn4ac,Dewi Martabak,"GMXQ+M76, Jl. Brigjend Katamso, Kp. Baru, Kec. Medan Maimun, Kota Medan, Sumatera Utara, Indonesia",4,unknown,unknown,unknown,unknown,True
ChIJQ4RX9-4vMTARPnwmoY7cm1g,GH Corner (GHC) Medan,"Jl. Dr. Mansyur No.84B, Padang Bulan Selayang I, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20153, Indonesia",4.5,unknown,True,unknown,True,True
ChIJrbUpddMxMTARqvOs0vnkpkM,Koki Sunda,"Jl. Hasanuddin No.1, Petisah Hulu, Kec. Medan Baru, Kota Medan, Sumatera Utara 20152, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJs9mrhcoxMTAREPUbQbT53BU,"Miramar Restaurant, Medan","Jl. Pemuda No.11 ABC, A U R, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20212, Indonesia",4.4,PRICE_LEVEL_EXPENSIVE,True,False,True,True
ChIJOxL_OHLzaS4Rxl3zFCD-X9g,Rumah Makan Pengantin,"Jl. Setia Budi No.60, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20154, Indonesia",5,unknown,unknown,unknown,unknown,True
ChIJ3VkPs8sxMTARO-CUXExw20o,Rumah Makan Tabona,"Jl. Mangkubumi No.17, A U R, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20212, Indonesia",4.6,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJAc3E9ao6MTARAeftvc5CUQQ,ALUN - ALUN KULINER INDONESIA,"Jl. Karya Wisata No.26, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumatera Utara 20143, Indonesia",4.2,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJtS7DHBPxaS4RsebkRg6xmLo,Nusa Indah Rumah Makan,"Jl. Palang Merah No.90, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20212, Indonesia",4.4,unknown,unknown,False,unknown,True
ChIJqUG4acYvMTARWSccb4HAFU4,Desadesa Resto,"Jl. Setia Budi No.190/12, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20154, Indonesia",4.3,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJvTVNd-chLk0Rk3ObbDfRoEM,Garuda Restaurant,"Jl. Palang Merah No.26A, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20151, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,False,True,True
ChIJLd08mr4xMTARphLSzN5sLDs,INTERLOKAL,"Gedung Istana Koki, Jl. Teuku Cik Ditiro No.110A, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia",4.7,unknown,True,unknown,True,True
ChIJqeqFixbxaS4RoeXuRb3bYjU,Restoran Sambalado,"Jl. Stasiun, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111, Indonesia",4.1,unknown,unknown,unknown,unknown,True
ChIJ1Yhf2sgxMTARtTNsjig34z0,Rumah Makan Windy,"Jl. Jend. Ahmad Yani VII No.17, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111, Indonesia",4.1,PRICE_LEVEL_INEXPENSIVE,unknown,unknown,unknown,True
ChIJZVGJ4JHxaS4RnlVlIVzCB-Q,Warung Nasi Emak,"HMRF+25M, Petisah Tengah, Medan Petisah, Medan City, North Sumatra, Indonesia",unknown,unknown,unknown,unknown,unknown,unknown
ChIJnzCx01wlMTARj-LC9coprdk,Rumah Makan Nazwa,"Damai Abadi Pt. (Sei Putih Barat), Jl. Jenderal Gatot Subroto No.202, Sei Putih Bar., Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118, Indonesia",unknown,unknown,unknown,unknown,unknown,True
ChIJW4rCJTcuMTAR0IuV2imT5mo,Mie Aceh Titi Bobrok,"Jl. Setia Budi No.17 D, Sei Sikambing B, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122, Indonesia",4.3,PRICE_LEVEL_INEXPENSIVE,unknown,unknown,True,unknown
ChIJwaPyk9oxMTAR60lz1JaiGD8,Rumah Makan Sinabung,"Jl. S. Parman No.50a, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111, Indonesia",unknown,unknown,unknown,unknown,unknown,unknown
ChIJidfbdtUxMTARmhxVrV_UyUg,Rumah Makan Jamin,"Jalan Iskandar Muda #20/89, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153, Indonesia",5,unknown,unknown,unknown,unknown,unknown
ChIJRzvQ-DUzMTAR8alVhJPqrP8,RUMAH MAKAN MINANG BAGUS,"Jl. Rumah Potong Hewan No.4, M A B A R, Kec. Medan Deli, Kota Medan, Sumatera Utara 20241, Indonesia",5,unknown,unknown,unknown,unknown,unknown
ChIJ_ck9Lb6G9i0RA8VEZwgAXV4,Rumah Makan Anita,"Jl. Surabaya Kelurahan No.43, Ps. Baru, Kec. Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia",unknown,unknown,unknown,unknown,unknown,True
ChIJRUOKgvdGKi4RrVzTXhfjxOg,RUMAH MAKAN NAYLA,"Jl. Tuasan No.47, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan, Sumatera Utara 20222, Indonesia",4.3,unknown,unknown,unknown,True,True
ChIJD9SCgOwl1S8RoKo9St5os2Y,RUMAH MAKAN PADANG PANJANG,"Jl. Rakyat No.172, Tegal Rejo, Kec. Medan Perjuangan, Kota Medan, Sumatera Utara 20236, Indonesia",4.2,PRICE_LEVEL_INEXPENSIVE,unknown,False,False,True
ChIJC5RRJ7jTQIYRwz-yg0wb0Fk,Trattoria,"Jl. Kapten Patimura No.342, Darat, Kec. Medan Baru, Kota Medan, Sumatera Utara 20152, Indonesia",4.3,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJ03ano3wxMTAR34yNwmza5IU,KEWIN KITCHEN,"Jl. DR. Cipto No.9, Anggrung, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia",4.3,unknown,True,True,True,True
ChIJcUJhLxYxMTARLHYoNx0NnFc,Goloso Pasta Pizzeria Medan,"Tengah People & Place, belakang Uniland, HMQJ+2MX, Gg. Buntu, Kec. Medan Tim., Kota Medan, Sumatera Utara 20212, Indonesia",4.3,unknown,True,True,True,True
ChIJt84FDb0xMTARNaLcY0RvT0c,Tijili Square,"Jl. Kapten Patimura No.342, Darat, Kec. Medan Tim., Kota Medan, Sumatera Utara 20233, Indonesia",4.5,unknown,True,True,True,True
ChIJhzpmzl1hZIgRTN1nC1p8eI8,Kedai Pasta,"GMWR+QPQ, Jalan STM Suka Ramai, Sitirejo II, Kec. Medan Amplas, Kota Medan, Sumatera Utara 20146, Indonesia",4,unknown,unknown,unknown,unknown,True
ChIJUztYJyYXsocRmY-k3jYYJrw,District 10 Restaurant & Bar,"Forum Nine, Jl. Imam Bonjol No.9, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia",4.3,PRICE_LEVEL_EXPENSIVE,True,True,True,True
ChIJ97mtn415ToYRCXExw-vox-c,El├óÔé¼Ôäós Pizzeria,"Jl. Dame No.18, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia",4.7,unknown,True,False,True,True
ChIJw1ibqjouMTARFcO0rc0Mxzc,Pizza Hut Restoran - Plaza Medan Fair,"Plaza Medan Fair Lt.2 /B2-26, Jl. Gatot Subroto No.30, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113, Indonesia",3.9,PRICE_LEVEL_MODERATE,True,unknown,True,True
ChIJPcXH64CEt4cRLqOvaER2qok,Pizza Hut Restoran,"Jl. Setiabudi Abadi I No.203, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20132, Indonesia",4.5,PRICE_LEVEL_MODERATE,False,False,True,True
ChIJPcXH64CEt4cRLqOvaER2qok,Pizza Hut Restoran,"Jl. H. Adam Malik No.15, Silalas, Kec. Medan Bar., Kota Medan, Sumatera Utara 20113, Indonesia",4.4,PRICE_LEVEL_MODERATE,False,True,True,True
ChIJpWapHScxMTARsrVBrovrgP0,AL DENTE PASTA MEDAN,"Jl. KL. Yos Sudarso Komp. Mega Glugur Mas No.10, Glugur Kota, Kec. Medan Bar., Kota Medan, Sumatera Utara 20115, Indonesia",4.7,unknown,True,unknown,True,True
ChIJma9WlbExMTARbmyCsqGrSik,Pizza Hut Restoran - Thamrin Plaza,"Thamrin Plaza Lt. Dasar Jalan Thamrin No. 75 R, Sei Rengas II, Kec. Medan Area, Kota Medan, Sumatera Utara 20214, Indonesia",4.4,PRICE_LEVEL_MODERATE,False,False,True,True
ChIJe-DycAAvMTAR-IZd7lzYIJE,Pizza Panjang Towil,"GMH7+56X, Jl. Karya Wisata, Gedung Johor, Kec. Medan Johor, Kota Medan, Sumatera Utara 20146, Indonesia",3.7,unknown,unknown,unknown,unknown,True
ChIJwTkonu6wD4gRJ1K6oDZacGE,"Chung Gi Wa, Korean BBQ","Jl. Imam Bonjol No.24 C/D, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20236, Indonesia",4.5,unknown,True,False,True,True
ChIJHZ322Z4xMTARgyPzSIdr9Jw,Galmaegi Korean BBQ Restaurant,"Jl. KH. Zainul Arifin No.122, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20151, Indonesia",4.4,unknown,True,unknown,unknown,True
ChIJ8U0rEmIsDogROcBPM_7xIL4,DaeBak Korean BBQ Restaurant,"T1&T2 Jati Junction, Jl. Timor, Perintis, Kec. Medan Tim., Kota Medan, Sumatera Utara 20236, Indonesia",4.3,PRICE_LEVEL_MODERATE,True,False,True,True
ChIJCV2E0dMhyIkRfVojnOIVFbI,Kimbab Nara,"Jalan Brigjen Katamso Dalam No.56 E, A U R, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20151, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,False,True,True
ChIJ4bTLtUQZ2jERMmFdY1vUeFs,Sagye,"Komplek Centrium, Jl. Brigjend Katamso No.9, A U R, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20212, Indonesia",4,unknown,True,unknown,unknown,True
ChIJ7yM4xw73aS4RIqsC8PXNeeU,Patbingsoo Korean Dessert House,"Komplek Multatuli Blok FF No. 32-33, Hamdan, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20151, Indonesia",4.3,PRICE_LEVEL_MODERATE,True,False,True,True
ChIJlect_p4xMTARhx1-j_I36LA,Magal Korean BBQ Cambridge City Square,"Cambridge City Square, Lantai G (Dasar, Petisah Tengah, Medan Petisah, Medan City, North Sumatra, Indonesia",4.2,unknown,True,False,True,True
ChIJlzh8-lx9bIcRwMgyO9sRsWM,Angry Korean Bbq,"Jl. Airlangga No.11E, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia",4.4,PRICE_LEVEL_MODERATE,True,False,False,True
ChIJiwP6i7oZ2jERiztHyEj4IOk,Jinjja Chicken,"Jl. Cut Mutia No.1, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20151, Indonesia",4.3,unknown,True,False,True,True
ChIJGxGC3f4VsocRq2yjQ26gpU8,JjangJjang Bunsik,"Jl. Sampul Residence no A9, Sei Putih Bar., Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118, Indonesia",5,unknown,True,unknown,unknown,True
ChIJiwP6i7oZ2jERiztHyEj4IOk,Jinjja Chicken,"Centre Point 2nd Floor 04, Gang Buntu, Medan Timur, Medan City, North Sumatra 20232, Indonesia",4.1,unknown,True,unknown,unknown,True
ChIJhU9lzu8xMTARJFQbmxzg5BY,GAPYEONG Korean BBQ HM Joni,"Jl. HM. Joni No.41, Teladan Bar., Kec. Medan Area, Kota Medan, Sumatera Utara 20216, Indonesia",4.1,unknown,True,unknown,True,True
ChIJR55TpAikEmsRO77ohxm-ql0,Se Jong Korean Food Restaurant,"Komplek Cemara Asri, Jl. Boulevard Timur No.105, Medan Estate, Kec. Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara 20221, Indonesia",4.8,unknown,True,unknown,unknown,True
ChIJsU2nQ7QxMTAR0vFGTaSNfX0,Omma Recipe,"Jl. Semarang No.92, Ps. Baru, Kec. Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia",4.4,PRICE_LEVEL_MODERATE,True,True,unknown,True
ChIJQRIJQLSp1TER6FvanM-Iz_I,Gapyeong Korean BBQ,"Jl. Setia Budi Kel No.10 C, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20119, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,False,True,True
